rule_id,clause_type,normalized_value,value_type,raw_value,unit,confidence,operational_or_requirement,source_snippet,source_snippet_hash,source_section,detected_by_pass,high_value,source_file,source_family,artifact_type,extraction_mode,has_table_data,quality_notes
R-0196,eu_delay_compensation_threshold,2150.0,currency,$2150,USD,HIGH,operational,"more more not to exceed $2150
Notes:",660cc0b427d2d83e,"New arrival time 2 hours or New arrival time 4 hours or 400% (4x) of the one-way fare,",eu-passenger-rights-pass,True,frontier contract of carriage.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0197,hotel_cancellation_window,48,duration,48 hours,hours,HIGH,operational,"...“Any Reason” Cancellation Waiver. The “Any Reason” Cancellation
Waiver provides you with 75% of the cancellation fees in the form of a future travel certificate, should you cancel your tour more th",07365f750630265b,II. Premier “Any Reason” Cancellation Waiver (ARCW),refund-cancellation-pass,True,premier world discovery travel protction.pdf,insurance,PDF,native_pdf,False,
R-0198,trip_cancellation_limit,1000.0,currency,"$1,000",USD,HIGH,operational,"• Trip Interruption $1,000
• Trip Delay $100/Day‐Max $500
• Baggage & Personal Effects $2,000
• Baggage Delay $500
• Emergency Accident/Sickness Medical Expense (excess coverage) $30,000
• Emergency E",21519fddc83bcd07,Post Departure Travel Protection Plan includes coverage for:,refund-cancellation-pass,True,premier world discovery travel protction.pdf,insurance,PDF,native_pdf,False,
R-0199,trip_interruption_limit,1000.0,currency,"$1,000",USD,HIGH,operational,"• Trip Interruption $1,000
• Trip Delay $100/Day‐Max $500
• Baggage & Personal Effects $2,000
• Baggage Delay $500
• Emergency Accident/Sickness Medical Expense (excess coverage) $30,000
• Emergency E",f797b7cd9a3477bd,Post Departure Travel Protection Plan includes coverage for:,refund-cancellation-pass,True,premier world discovery travel protction.pdf,insurance,PDF,native_pdf,False,
R-0200,requires_receipts,True,boolean,"... cancellation up to the time and date of departure due to the passenger’s
Personal Illness (Medic",,HIGH,requirement,"... cancellation up to the time and date of departure due to the passenger’s
Personal Illness (Medical Documentation required) or death of an Immediate Family Member (Official Documentation required).",1c39a843f32d400c,I. Trip Cancellation Waiver (TCW),documentation-requirements-pass,False,premier world discovery travel protction.pdf,insurance,PDF,native_pdf,False,
R-0201,requires_medical_certificate,True,boolean,"... case of cancellation up to the time and date of departure due to the passenger’s
Personal Illnes",,HIGH,requirement,"... case of cancellation up to the time and date of departure due to the passenger’s
Personal Illness (Medical Documentation required) or death of an Immediate Family Member (Official Documentation re",fcbe46d88f277cb5,I. Trip Cancellation Waiver (TCW),documentation-requirements-pass,False,premier world discovery travel protction.pdf,insurance,PDF,native_pdf,False,
R-0202,medical_emergency_coverage_limit,500.0,currency,$500,USD,HIGH,operational,"...Day‐Max $500
• Baggage & Personal Effects $2,000
• Baggage Delay $500
• Emergency Accident/Sickness Medical Expense (excess coverage) $30,000
• Emergency Evacuation/Repatriation of Remains $150,000",76effeee89b75406,Post Departure Travel Protection Plan includes coverage for:,medical-insurance-pass,True,premier world discovery travel protction.pdf,insurance,PDF,native_pdf,False,
R-0203,emergency_evacuation_limit,500.0,currency,$500,USD,HIGH,operational,"...,000
• Baggage Delay $500
• Emergency Accident/Sickness Medical Expense (excess coverage) $30,000
• Emergency Evacuation/Repatriation of Remains $150,000
• Accidental Death & Dismemberment (24 hour",31785ef7bd2390ef,Post Departure Travel Protection Plan includes coverage for:,medical-insurance-pass,True,premier world discovery travel protction.pdf,insurance,PDF,native_pdf,False,
R-0204,repatriation_remains_limit,500.0,currency,$500,USD,HIGH,operational,"...$500
• Emergency Accident/Sickness Medical Expense (excess coverage) $30,000
• Emergency Evacuation/Repatriation of Remains $150,000
• Accidental Death & Dismemberment (24 hours) $25,000
• Non‐Insu",40aac6035b4b76b7,Post Departure Travel Protection Plan includes coverage for:,medical-insurance-pass,True,premier world discovery travel protction.pdf,insurance,PDF,native_pdf,False,
R-0205,rental_car_damage_limit,1000.0,currency,"$1,000",USD,HIGH,operational,"• Trip Interruption $1,000
• Trip Delay $100/Day‐Max $500
• Baggage & Personal Effects $2,000
• Baggage Delay $500
• Emergency Accident/Sickness Medical Expense (excess coverage) $30,000
• Emergency E",e8c1ccfd98f03cc8,Post Departure Travel Protection Plan includes coverage for:,rental-car-pass,True,premier world discovery travel protction.pdf,insurance,PDF,native_pdf,False,
R-0206,personal_accident_coverage_limit,30000.0,currency,"$30,000",USD,HIGH,operational,"...Medical Expense (excess coverage) $30,000
• Emergency Evacuation/Repatriation of Remains $150,000
• Accidental Death & Dismemberment (24 hours) $25,000
• Non‐Insurance and Emergency Travel Assistan",662b5f647ee7a2e5,Post Departure Travel Protection Plan includes coverage for:,rental-car-pass,True,premier world discovery travel protction.pdf,insurance,PDF,native_pdf,False,
R-0207,personal_effects_coverage_limit,1000.0,currency,"$1,000",USD,HIGH,operational,"• Trip Interruption $1,000
• Trip Delay $100/Day‐Max $500
• Baggage & Personal Effects $2,000
• Baggage Delay $500
• Emergency Accident/Sickness Medical Expense (excess coverage) $30,000
• Emergency E",6d2fe072c00f4387,Post Departure Travel Protection Plan includes coverage for:,rental-car-pass,True,premier world discovery travel protction.pdf,insurance,PDF,native_pdf,False,
R-0208,supplemental_liability_limit,1000.0,currency,"$1,000",USD,HIGH,operational,"• Trip Interruption $1,000
• Trip Delay $100/Day‐Max $500
• Baggage & Personal Effects $2,000
• Baggage Delay $500
• Emergency Accident/Sickness Medical Expense (excess coverage) $30,000
• Emergency E",0017c1d346dec7c4,Post Departure Travel Protection Plan includes coverage for:,rental-car-pass,True,premier world discovery travel protction.pdf,insurance,PDF,native_pdf,False,
R-0209,deposit_requirement,180,days,180 days,days,HIGH,operational,"...Cancellation
Waiver fee.
The Trip Cancellation Waiver Fee (if chosen) must be paid for with Initial Deposit and is refundable until 180 days prior to departure.
The Trip Cancellation Waiver Fee doe",7da2871fcf3821df,II. Premier “Any Reason” Cancellation Waiver (ARCW),cruise-booking-pass,True,premier world discovery travel protction.pdf,insurance,PDF,native_pdf,False,
R-0210,eu_delay_compensation_threshold,1000.0,currency,"$1,000",USD,HIGH,operational,"• Trip Interruption $1,000
• Trip Delay $100/Day‐Max $500
• Baggage & Personal Effects $2,000
• Baggage Delay $500
• Emergency Accident/Sickness Medical Expense (excess coverage) $30,000
• Emergency E",5267ed215ce1aead,Post Departure Travel Protection Plan includes coverage for:,eu-passenger-rights-pass,True,premier world discovery travel protction.pdf,insurance,PDF,native_pdf,False,
R-0211,claim_deadline_days,20,days,20 calendar days,days,HIGH,operational,"...i) For purchases in cash, Southwest Airlines will process the eligible refund as a check,
typically no later than 20 calendar days from the date Southwest determines the
refund is due.
(iii) For pu",17e69c70a1f02727,"When a portion of the transportation has been provided, the eligible refund will be issued",delay-threshold-pass,True,southwest contract-of-carriage.pdf,airline,PDF,native_pdf,False,
R-0212,trip_delay_threshold,24,duration,24 hours,hours,HIGH,operational,"...t of the claim in person at
the airport and receive a Baggage report number not later than 24 hours after either:
(a) Arrival of the flight on which the damage is alleged to have occurred, or;
(b) ",008426314aad6312,Contract of Carriage,delay-threshold-pass,True,southwest contract-of-carriage.pdf,airline,PDF,native_pdf,False,
R-0213,baggage_liability_limit,1250.0,currency,"$1,250.00",USD,HIGH,operational,"Hundred Fifty and 00/100 dollars ($1,250.00) above the Four Thousand Seven Hundred
and 00/100 dollars ($4700.00) limitation of Southwest’s liability established by this",21f4c2e359e546fb,The declared excess valuation for baggage shall not exceed One Thousand Two,liability-pass,True,southwest contract-of-carriage.pdf,airline,PDF,native_pdf,False,
R-0214,requires_baggage_pir,True,boolean,"... of damage, the Passenger must notify Southwest of the claim in person at
the airport and receive",,HIGH,requirement,"... of damage, the Passenger must notify Southwest of the claim in person at
the airport and receive a Baggage report number not later than 24 hours after either:
(a) Arrival of the flight on which th",3c218ae02ecb2f82,Contract of Carriage,documentation-requirements-pass,False,southwest contract-of-carriage.pdf,airline,PDF,native_pdf,False,
R-0215,requires_medical_certificate,True,boolean,"applicable to all Passengers.
(iii) With respect to accompanying or meeting a traveler, using ground",,HIGH,requirement,"applicable to all Passengers.
(iii) With respect to accompanying or meeting a traveler, using ground transportation,
using terminal facilities, or obtaining information about schedules, fares, reserva",870c7e9fee7f573e,"b. Meets reasonable, nondiscriminatory Contract of Carriage requirements",documentation-requirements-pass,False,southwest contract-of-carriage.pdf,airline,PDF,native_pdf,False,
R-0216,requires_receipts,True,boolean,"... trained
miliary handler is responsible for having appropriate health certifications and supporti",,HIGH,requirement,"... trained
miliary handler is responsible for having appropriate health certifications and supporting
documentation required for MWDT travel. The trained military handler is responsible for
complying",98ca9f2344cd2c2c,g. Military Working Dogs,documentation-requirements-pass,False,southwest contract-of-carriage.pdf,airline,PDF,native_pdf,False,
R-0217,personal_accident_coverage_limit,4700.0,currency,$4700.00,USD,HIGH,operational,"...in excess of Four Thousand Seven Hundred and
00/100 dollars ($4700.00) (“excess valuation”) and has paid an additional charge of One
and 00/100 dollar ($1.00) for each One Hundred and 00/100 dollar",fa8e8516f58f0c86,Four Thousand Seven Hundred and 00/100 dollars ($4700.00) per fare paying,rental-car-pass,True,southwest contract-of-carriage.pdf,airline,PDF,native_pdf,False,
R-0218,eu_delay_compensation_threshold,1075.0,currency,$1075.00,USD,HIGH,operational,"...hts.
(5) Involuntarily Denied Boarding Compensation for an Oversale pursuant to 14 CFR §
250.5.
(i) Compensation shall be at least two hundred percent (200%) of the Fare to the
Passenger’s destinat",66a851e9d3de7ca5,"Space and presents himself or herself for Carriage at the appropriate time and place,",eu-passenger-rights-pass,True,southwest contract-of-carriage.pdf,airline,PDF,native_pdf,False,
R-0219,eu_denied_boarding_compensation,1075.0,currency,$1075.00,USD,HIGH,operational,"...our after the planned arrival time of
the Passenger’s original flight or flights.
(5) Involuntarily Denied Boarding Compensation for an Oversale pursuant to 14 CFR §
250.5.
(i) Compensation shall b",419c91d5ab5e12cd,"Space and presents himself or herself for Carriage at the appropriate time and place,",eu-passenger-rights-pass,True,southwest contract-of-carriage.pdf,airline,PDF,native_pdf,False,
R-0220,baggage_liability_limit,4700.0,currency,"$4,700",USD,HIGH,operational,"...quential injury resulting from loss, damage or delay to
checked baggage in Sun Country’s custody is limited to $4,700 per passenger for domestic (U.S.)
flights.
• Sun Country assumes no responsibil",dbad9a0e9bb13383,Contract of Carriage,liability-pass,True,sun country airlines_Contract_of_Carriage.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0221,carrier_liability_cap,4700.0,currency,"$4,700",USD,HIGH,operational,"• All Sun Country baggage policies and liability limitations are applicable to animals transported on
Sun Country flights.
• Total liability for provable direct or consequential injury resulting from ",7e38f85c9db0790b,Contract of Carriage,liability-pass,True,sun country airlines_Contract_of_Carriage.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0222,requires_medical_certificate,True,boolean,"...ave a contagious disease or infection that poses a direct threat to
others and who do not possess",,HIGH,requirement,"...ave a contagious disease or infection that poses a direct threat to
others and who do not possess a medical certificate dated within ten (10) days of the flight which
confirms the disease or infect",927fd113af112913,Contract of Carriage,documentation-requirements-pass,False,sun country airlines_Contract_of_Carriage.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0223,requires_receipts,True,boolean,Claims for pilferage may be made up to 7 calendar days after flight arrival. Any documentation requi,,HIGH,requirement,"Claims for pilferage may be made up to 7 calendar days after flight arrival. Any documentation required to
support the claim must be submitted within 45 days from the date the passenger receives the c",958dc8fd17d7206c,Contract of Carriage,documentation-requirements-pass,False,sun country airlines_Contract_of_Carriage.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0224,requires_police_report,True,boolean,"When Sun Country Airlines has exercised ordinary care, Sun Country Airlines shall not be liable for ",,HIGH,requirement,"When Sun Country Airlines has exercised ordinary care, Sun Country Airlines shall not be liable for delay in
delivery of any perishables nor for damage to or damage caused by fragile articles, liquids",faa0ca8c5c242d20,Exclusions from Liability,documentation-requirements-pass,False,sun country airlines_Contract_of_Carriage.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0225,personal_accident_coverage_limit,4700.0,currency,"$4,700",USD,HIGH,operational,"... to $4,700 per passenger for domestic (U.S.)
flights.
• Sun Country assumes no responsibility for impaired health, injury or death of animals.
• Sun Country will not transport dead animals.
• Anima",0bb90c2ba8e05a7c,Contract of Carriage,rental-car-pass,True,sun country airlines_Contract_of_Carriage.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0226,baggage_delay_threshold,15,duration,"15
hours",hours,HIGH,operational,"passenger’s flight arriving at the gate for domestic itineraries or (ii) within 15
hours of passenger’s flight arriving at the gate for international itineraries, and in
each case, is not attributable",e0f2108390af491a,Delayed Bag: deliver to the passenger’s final ticketed destination (i) within 12 hours of,additional-insurance-pass,True,sun country airlines_Contract_of_Carriage.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0227,missed_connection_threshold,15,duration,"15
hours",hours,HIGH,operational,"passenger’s flight arriving at the gate for domestic itineraries or (ii) within 15
hours of passenger’s flight arriving at the gate for international itineraries, and in
each case, is not attributable",29d51ba8aa711075,Delayed Bag: deliver to the passenger’s final ticketed destination (i) within 12 hours of,additional-insurance-pass,True,sun country airlines_Contract_of_Carriage.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0228,eu_refund_deadline,7,days,7 calendar days,days,HIGH,operational,"Claims for pilferage may be made up to 7 calendar days after flight arrival. Any documentation required to
support the claim must be submitted within 45 days from the date the passenger receives the c",7e2637e6455ceef8,Contract of Carriage,eu-passenger-rights-pass,True,sun country airlines_Contract_of_Carriage.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0229,claim_deadline_days,7,days,7 days,days,HIGH,operational,"... must be added as an option. This may include certain hotels, certain room
be added to your booking within 7 days of providing names to your booking within 7 days of providing names and no categori",27e8468f93a5f990,GROUP PROTECTION PLAN [GPP] GROUP PROTECTION PLAN PLUS [GPP+] VACATION PROTECTION INSURANCE [VPI],delay-threshold-pass,True,vacation express.pdf,insurance,PDF,native_pdf,True,Document contains table data
R-0230,medical_emergency_coverage_limit,2000.0,currency,"$2,000",USD,HIGH,operational,"...plans provides the same benefits with the upgrade of coverage limits; $2,000
Trip Delay and $50,000 Emergency Medical Expense/Emergency Evacuation and Repatriation of Remains. Add $20 per person to",af1e27fd04cfcffe,SUPPLEMENTAL UPGRADE,medical-insurance-pass,True,vacation express.pdf,insurance,PDF,native_pdf,True,Document contains table data
R-0231,dental_emergency_limit,2000.0,currency,"$2,000",USD,HIGH,operational,"For travelers seeking higher limits, consider purchasing GPP or GPP+ with Supplemental Upgrade. Each of these plans provides the same benefits with the upgrade of coverage limits; $2,000
Trip Delay an",d59156e09f85eb33,SUPPLEMENTAL UPGRADE,medical-insurance-pass,True,vacation express.pdf,insurance,PDF,native_pdf,True,Document contains table data
R-0232,rental_car_damage_limit,2000.0,currency,"$2,000",USD,HIGH,operational,"For travelers seeking higher limits, consider purchasing GPP or GPP+ with Supplemental Upgrade. Each of these plans provides the same benefits with the upgrade of coverage limits; $2,000
Trip Delay an",b36a7d4ed9387b48,SUPPLEMENTAL UPGRADE,rental-car-pass,True,vacation express.pdf,insurance,PDF,native_pdf,True,Document contains table data
R-0233,eu_refund_deadline,7,days,7 days,days,HIGH,operational,"...e added as an option. This may include certain hotels, certain room
be added to your booking within 7 days of providing names to your booking within 7 days of providing names and no categories, non",fae907ee20ba5b26,GROUP PROTECTION PLAN [GPP] GROUP PROTECTION PLAN PLUS [GPP+] VACATION PROTECTION INSURANCE [VPI],eu-passenger-rights-pass,True,vacation express.pdf,insurance,PDF,native_pdf,True,Document contains table data
